_1,_2,_3,_4
2014,11,3,16516
2000,5,1,15565
2000,9,8,15826
2002,11,2,12415
2003,6,28,15986
1996,9,7,13545
2018,10,9,19507
2020,4,23,5202
2020,8,22,11680
1997,12,12,14796
1998,7,14,14938
2003,12,29,18565
2011,3,20,16475
2012,8,12,17056
2000,12,12,14275
2001,9,23,13827
2006,1,31,18377
2008,6,14,17659
2014,6,21,14485
2020,2,26,20560
1998,9,19,12698
2006,2,26,18710
2009,7,21,18944
2001,3,26,17122
2003,5,24,14625
2014,8,20,16344
2004,6,23,19738
2006,4,25,19418
2006,8,30,19440
2016,9,10,12081
2017,12,15,15875
2018,3,12,20223
2019,2,5,18176
1996,10,8,14530
1997,3,15,13404
1998,12,13,14094
2009,4,27,18193
2010,7,7,18707
2020,5,10,5534
1999,5,9,14392
2012,9,29,13199
2013,4,2,18088
2014,3,7,16593
2004,1,9,19068
2017,1,17,14437
2007,2,8,20359
2009,9,29,17086
2015,11,27,12739
2015,7,16,17300
1998,1,23,14459
2010,4,16,18280
2010,8,27,18679
2012,2,18,13702
2001,11,14,14366
2001,7,13,17595
2002,8,13,14826
2003,9,3,17742
2004,10,6,19929
2013,3,17,17618
2016,5,3,15685
2005,11,13,18580
2005,7,14,20170
2006,12,13,19521
2007,1,20,16757
2018,11,24,20291
2019,6,6,21624
2020,9,3,12640
1998,4,1,14769
2010,3,4,18168
2001,4,19,17393
2001,8,10,16731
2002,7,15,15229
2012,5,2,16969
2013,12,6,15485
2014,7,4,12067
2000,1,2,14678
2005,4,10,18643
2006,3,15,19767
2008,11,20,18581
2018,6,20,20846
1996,1,17,13156
1998,11,19,14964
2007,10,4,21034
1999,2,16,15055
2004,11,19,20133
2013,9,22,17163
2016,10,29,12262
2016,6,28,15983
1996,11,25,14441
2000,8,19,14301
2002,10,25,14639
2008,2,9,15918
2019,9,29,20581
1996,8,28,14873
1999,4,24,13108
1999,8,17,15483
2007,7,24,21391
2011,5,10,16701
2011,9,19,16943
2002,4,24,14811
2003,1,7,17938
2004,2,10,18918
2014,4,15,15750
2015,9,10,15287
2005,3,25,20186
2007,9,16,19881
2008,5,11,19058
2017,8,4,16453
2018,7,5,19303
2019,10,27,20187
1997,7,6,14651
1998,8,4,14654
1999,1,28,14771
2011,10,1,13339
2011,6,14,17848
2002,3,28,14882
2013,8,3,16238
2014,11,9,15499
2015,10,14,16343
2015,6,1,16390
2000,9,6,15680
2006,11,3,20388
2019,3,18,21037
1996,9,13,14710
1997,4,18,15037
2020,4,17,5392
2005,10,28,19636
2013,5,21,17538
2017,11,24,12112
2017,7,23,16214
2000,12,22,15763
2008,6,4,19860
2009,3,12,18506
2020,2,16,18795
2000,2,21,15415
2003,5,2,17799
2016,1,12,14450
2017,4,5,14704
1996,2,2,12970
2006,4,7,19921
2006,8,20,19670
2008,9,16,17784
2018,3,2,16857
2019,2,15,20304
1997,3,1,13263
1998,12,11,15038
2012,1,7,13245
2000,5,7,14876
2002,11,8,14451
2003,6,22,17562
2014,3,29,14074
2017,1,23,14802
1997,12,22,14739
2003,12,19,18714
2011,3,26,14726
2012,7,28,15520
2014,5,26,15926
2006,1,25,18565
2012,4,25,16981
1998,9,13,12957
2008,10,3,18762
2009,7,31,18617
2001,3,4,15810
2012,2,24,16793
2014,8,26,16118
2002,8,11,14754
2003,9,13,15175
2004,10,12,19950
2004,6,13,18807
2017,12,1,15690
1996,10,6,14121
2006,12,11,19991
2007,1,14,17662
2009,4,29,18012
2018,11,30,20207
2020,9,25,11242
1999,5,3,15114
2010,3,10,17685
2012,9,3,16416
2001,8,20,17455
2004,1,15,19043
2014,7,10,17383
2006,3,21,19468
2018,6,30,18728
1998,11,25,15185
2001,2,21,17118
2004,7,20,20007
2006,5,18,20039
2015,7,22,17149
2016,10,19,15878
2018,12,26,19714
1996,11,19,14336
1998,1,17,12858
2008,2,15,20556
2009,11,2,17745
2010,4,22,18146
2010,8,1,18028
1999,4,22,14469
2001,11,8,14388
2001,7,7,16043
2011,9,13,15923
2012,10,12,17429
2013,3,11,18453
2014,12,1,16988
2003,1,1,15998
2005,11,7,19585
2005,7,8,20455
2015,5,13,16652
1996,6,5,14682
2007,9,26,20407
2020,1,5,20525
1999,1,6,14038
2001,4,21,15141
2011,10,11,16091
2012,5,8,16581
2016,3,26,13463
2000,1,8,13330
2002,3,18,14705
2008,11,14,18235
2015,10,16,16505
2015,6,11,17075
1996,1,23,14104
2007,10,30,20351
2010,9,16,18164
2002,9,30,14747
2004,11,21,19094
2016,6,26,16035
2005,10,18,19249
2005,6,25,18432
2013,5,27,17475
2017,11,18,13332
2017,7,9,16615
2019,9,7,16365
1996,7,12,14761
1998,5,10,13842
1999,8,23,15384
2007,7,30,20973
2009,3,6,18426
2011,5,12,17226
2002,4,30,14875
2013,11,23,14138
2014,4,5,13775
2015,9,12,12277
2000,2,27,14677
2005,3,3,20267
2016,1,10,13755
2017,4,15,13134
2017,8,14,16975
2018,7,3,17443
2019,10,21,21328
1996,2,8,14444
1998,8,10,14535
2007,5,5,17726
2008,9,30,17908
2013,8,5,19120
2000,5,29,15107
2000,9,28,15680
2002,11,14,14438
2008,3,18,18213
1996,9,19,14800
2011,4,29,17518
2011,8,28,13167
1997,12,16,14901
2003,12,9,17676
2014,5,28,16533
2000,12,24,12642
2006,1,19,19304
2008,6,2,20463
2019,1,11,19827
2020,2,14,21209
1997,6,17,14888
1998,9,7,12922
2009,7,1,18877
2001,3,14,17040
2002,12,10,13938
2003,5,4,16680
2004,6,3,19677
2006,4,13,20007
2006,8,10,19871
2017,12,27,15918
2019,2,9,15082
1997,3,27,15115
2009,4,23,18333
2020,5,30,5123
2012,9,9,16463
2014,3,27,16805
2017,6,24,14447
2009,2,27,18113
2017,1,29,14003
2020,3,27,10259
2012,7,22,17467
2003,4,21,18102
2006,5,20,17052
2006,9,23,16038
2008,10,9,18716
2018,12,16,18775
1998,1,27,14621
2010,4,12,18103
2010,8,15,17793
2011,1,3,17220
2012,2,6,16392
2000,6,6,15318
2001,11,2,14225
2001,7,25,17368
2002,8,1,15301
2003,9,23,17453
2004,10,10,19408
2013,3,13,18100
2014,12,15,15704
2005,7,2,18226
2006,12,1,17739
2018,11,4,19553
1996,6,11,14676
1997,11,7,14883
1998,4,21,14797
2001,8,30,17221
2004,8,25,19809
2012,5,22,16759
2013,12,10,15472
2014,7,16,17160
2016,3,20,15427
2018,5,29,20247
2006,3,19,18632
2008,11,8,14773
2009,6,16,18871
2018,6,24,20530
2001,2,19,17025
2007,10,16,20192
2012,3,19,17084
2002,9,16,14785
2004,7,30,20317
2015,12,22,16074
2016,10,9,15173
1996,11,21,14665
2007,12,24,16794
2008,2,5,18322
2009,11,12,17836
2018,8,15,20909
2019,9,1,16280
2020,6,9,6539
1998,5,12,14545
1999,4,12,15231
1999,8,13,15164
2011,5,6,17521
2011,9,7,16017
2012,10,10,16886
2002,4,4,14751
2013,11,25,16236
2014,4,3,16460
2015,5,7,16800
2015,9,6,12593
2005,3,5,17502
2007,9,28,20988
2017,8,8,16961
2018,7,9,21612
2020,1,11,14776
1997,7,10,15154
1998,8,16,14518
1999,1,8,12821
2013,8,31,12978
2015,10,26,16448
2015,6,21,16459
2000,9,26,15460
2008,3,28,20534
2010,5,21,18112
2010,9,26,17228
1996,9,25,14738
2001,6,8,17278
2011,8,26,17629
2013,2,28,18040
2004,3,11,19759
2005,10,8,16510
2005,6,23,20606
2017,11,12,15358
2017,7,3,14354
1996,7,6,13458
2008,6,24,20442
2019,1,5,16643
2020,2,4,19094
2012,6,1,17398
2000,2,1,15226
2003,5,14,17668
2008,12,31,15118
2015,1,2,16456
2016,1,16,11460
1996,2,22,14106
2006,4,11,19496
2007,5,15,20015
2019,2,19,19297
1997,3,29,13420
2016,7,17,16107
2000,5,19,14347
2002,11,20,14378
2014,3,17,16592
2017,10,29,14682
2017,6,30,17081
2019,8,16,21945
1997,9,29,14915
1999,11,22,15208
2009,2,17,17916
2011,4,19,16077
1997,12,26,13964
2002,5,13,14580
2003,12,15,18041
2012,7,16,18060
2014,5,22,16608
2005,2,20,18516
2006,1,13,18778
2016,2,3,14559
1996,3,3,13889
1998,9,1,13562
2008,10,15,18175
2009,7,11,16427
2010,12,6,17690
1999,12,6,15470
2001,3,8,17136
2011,1,13,16321
2012,2,12,15436
2013,7,4,13573
2014,8,6,17284
2000,10,13,15896
2000,6,12,15216
2003,9,17,17875
2017,12,29,15873
2006,12,31,16907
2018,11,10,15899
2020,5,20,5335
2020,9,21,11070
1997,11,9,14099
1998,4,19,14158
2003,3,25,18445
2012,9,15,13267
2001,8,24,17573
2006,6,26,19833
2008,7,9,19183
2014,7,22,17181
2018,5,23,20386
2020,3,29,10498
1998,2,23,14800
2006,3,25,16982
2009,6,22,18986
2001,2,25,15562
2003,4,27,17046
2014,9,11,16415
2004,7,24,18005
2006,5,30,19416
2006,9,17,18923
2016,10,15,12346
2017,3,2,15647
2018,12,22,19268
1996,11,15,14722
1997,2,12,14799
1998,1,5,14569
2007,12,22,18251
2009,11,22,16941
2010,4,2,18283
2020,6,15,7948
1999,4,10,13080
2001,11,28,13800
2001,7,19,17496
2011,9,1,17572
2013,3,7,18202
2014,12,21,15549
2004,2,20,19637
2015,5,1,16816
2007,9,6,20931
2020,1,17,19216
2004,4,28,19596
2004,8,19,20086
2012,5,28,16626
2016,3,14,15871
2008,11,2,17303
2015,10,28,15559
2018,1,16,33424
1998,6,18,14621
2010,5,31,17345
2010,9,28,17473
2012,3,21,16940
2001,10,13,12532
2001,6,14,16827
2002,9,10,13600
2004,11,1,19786
2013,2,18,17947
2015,12,28,14039
2016,6,14,16271
2005,10,14,19527
2005,6,13,20507
2017,11,6,15668
2017,7,5,16508
2018,8,5,21055
2019,9,11,20335
1998,5,6,14341
1999,8,3,15421
2002,4,10,14907
2012,6,7,17973
2013,11,3,16951
2015,9,24,16499
2000,2,7,15265
2005,3,15,20158
2008,12,17,17227
2010,10,24,17265
2016,1,30,11644
2018,7,23,20665
1996,2,28,14579
1998,8,22,13619
2007,5,9,20654
2013,8,17,15558
2016,11,18,16083
2016,7,27,16563
1996,4,20,13074
2000,9,16,13708
2002,11,26,14413
2008,3,6,19704
2019,8,30,21149
1997,9,27,13193
1999,11,28,15106
1999,7,29,15127
2010,1,8,17240
2011,4,9,14282
2011,8,16,17173
2002,5,7,14682
2003,12,5,17242
2004,3,13,17192
2014,5,8,15969
2015,8,9,16402
2005,2,26,17423
2006,1,7,16236
2007,8,19,20104
2008,6,22,19512
2019,1,31,18160
2020,2,2,18730
1997,6,5,15083
2009,7,13,19082
2010,12,12,14487
2002,12,6,14115
2013,7,14,18341
2014,8,12,16580
2015,1,4,15887
2000,10,3,15530
2006,8,6,19660
2017,12,23,14841
1997,3,23,14342
2020,5,18,5692
2003,3,31,18550
2005,9,17,16350
2017,10,27,16262
2017,6,20,16581
2006,10,29,19052
2008,7,3,20699
2009,2,15,16724
2020,3,23,13975
1998,2,17,14474
2011,12,21,16783
2012,7,10,17861
2000,3,10,15470
2003,4,1,18242
2016,2,9,14382
1996,3,5,14422
2006,9,27,19567
2008,10,21,17927
2018,12,12,19350
2019,5,10,21279
1997,2,2,14083
1998,1,15,14333
1999,12,12,14762
2003,10,30,18286
2011,1,23,15495
2012,2,10,16293
2000,6,10,13618
2001,11,22,10958
2001,7,21,15864
2003,9,27,15099
2014,12,19,16487
2006,12,21,18753
2009,1,24,14029
1997,11,19,14807
2014,10,23,16618
2004,4,22,19876
2004,8,21,17913
2006,6,28,20047
2012,5,26,13347
2014,7,28,17325
2016,3,8,15065
2018,5,17,20675
2019,12,11,20094
2009,6,28,18218
2001,2,7,16670
2012,3,31,14524
2014,9,5,15195
2002,9,12,14473
2003,8,14,17804
2004,11,11,19952
2004,7,2,20246
2015,12,26,14757
2016,10,5,15854
2017,3,12,15707
1996,11,1,14829
2007,12,12,20193
2009,11,16,17782
2018,8,3,20261
2020,6,5,6914
1998,5,24,12346
2012,10,30,12308
2004,2,18,19564
2013,11,5,17169
2015,5,27,16243
2015,9,18,16380
2007,9,8,17028
2010,10,18,18423
2010,6,27,17705
2018,7,29,21036
2020,1,23,20609
1998,8,28,14958
2001,1,16,16820
2015,3,30,16866
2015,6,25,17130
2016,11,28,16421
2018,1,26,38974
1996,4,30,14361
1998,6,20,13449
2009,10,1,17841
2010,5,25,17803
2010,9,6,17645
1999,7,19,15173
2001,10,11,14309
2001,6,4,17088
2011,8,14,16886
2012,11,11,16269
2013,2,8,15516
2004,3,7,18605
2005,10,4,19114
2005,6,11,18143
2015,4,14,16158
1996,7,26,14892
2007,8,25,17960
2019,1,25,19826
2012,6,13,17812
2000,2,13,14146
2002,12,28,12305
2008,12,11,17656
2015,1,14,15320
2019,7,24,22010
1996,2,26,14549
2007,5,19,17967
2002,6,19,15144
2016,7,29,16448
2005,5,28,17407
2007,3,22,20696
2017,10,17,15683
2017,6,10,14119
2019,8,4,21566
1997,9,17,14916
1998,10,7,14927
1999,11,26,11840
2009,2,5,17781
2010,1,2,16110
2011,4,15,17388
2002,5,1,14836
2012,7,4,14230
2013,10,20,17328
2014,5,2,16762
2015,8,15,13883
2000,3,4,13683
2006,1,1,17618
2016,2,15,14499
2018,4,6,20163
1996,3,15,14789
1997,6,3,14919
2007,4,6,21028
2008,10,27,18589
2010,12,18,15794
1999,12,10,15475
2003,10,24,18346
2011,1,17,16032
2013,7,8,18853
2000,10,25,15574
2000,6,16,15148
2008,4,23,20320
2006,12,19,20189
2011,11,25,13096
2011,7,16,15616
1997,11,21,14825
2003,3,21,18542
2014,10,17,16626
2006,10,23,20306
2006,6,22,19861
2008,7,5,17473
2018,5,11,20748
2019,12,1,22080
2020,3,9,21614
1997,5,20,14982
1998,2,11,14656
1999,3,14,13950
2009,6,2,17782
2011,12,27,17073
2001,2,13,16609
2002,1,10,14386
2003,4,7,16903
2004,7,12,19787
2006,5,10,19683
2006,9,5,20204
2009,8,31,18396
2017,3,22,16141
2018,12,2,18787
2019,5,12,19881
1997,2,24,15023
1998,1,9,14651
2007,12,10,19801
2009,11,26,11422
2020,6,27,7876
2001,11,16,13938
2012,10,20,13502
2014,12,25,12579
2017,5,21,15536
2009,1,30,17812
2015,5,21,17044
1998,3,30,14811
2010,6,21,18702
2012,12,28,17072
2020,1,29,19614
2003,7,8,17693
2004,4,16,19950
2004,8,15,19557
2015,3,20,16378
2016,3,2,15326
2018,1,28,35930
1998,6,30,14182
2010,5,3,17906
2010,9,8,17724
2012,3,1,17010
2000,7,1,14196
2001,10,1,14348
2001,6,26,17399
2002,9,6,14907
2003,8,20,18227
2004,11,13,17165
2013,2,14,17969
2014,1,3,14203
2005,6,1,20129
2018,8,25,16611
1996,7,20,13716
1997,10,4,13140
1998,5,18,14672
2004,9,26,17474
2012,6,19,17952
2013,11,15,18051
2015,9,20,15645
2016,4,17,14718
2016,8,26,16365
2018,2,24,15792
2008,12,13,14304
2009,5,13,17824
2010,10,20,17974
2018,7,27,20632
2001,1,22,17092
2007,5,29,20760
2002,6,29,13741
2016,11,6,15005
2016,7,7,16663
1996,4,24,14677
2007,3,28,20722
2008,3,10,20194
2009,10,15,17948
2018,9,8,15824
2019,8,2,21952
2020,7,6,10615
1997,9,15,14941
1998,10,1,14832
1999,7,9,15249
2010,1,4,17775
2011,4,5,16632
2011,8,4,18223
2012,11,13,16423
2002,5,27,14014
2004,3,25,19721
2013,10,26,13703
2014,5,4,15889
2015,4,4,13511
2015,8,5,17214
2005,2,6,18759
2007,8,31,21295
2018,4,12,20684
2019,1,19,13382
1997,6,9,15071
2010,12,24,14910
2002,12,18,14125
2005,12,27,19116
2013,7,18,19040
2015,1,16,15991
2019,7,22,21290
2000,10,31,15280
2008,4,25,19968
2010,2,16,17334
2001,5,5,15245
2013,1,17,17133
2003,3,11,18235
2004,12,6,19331
2005,5,18,20068
2005,9,5,19079
2017,10,15,15457
1996,12,12,14388
2006,10,17,19147
2008,7,31,20510
2009,2,3,16507
2020,3,3,20379
1998,2,5,14199
1999,3,4,14828
2011,12,1,16531
2000,3,30,15712
2002,1,12,12471
2003,4,13,16972
2016,2,21,14356
1996,3,17,14054
2006,5,12,19972
2006,9,15,19999
2007,4,12,20474
2019,5,22,21002
1999,12,16,15600
2003,10,18,15326
2011,1,27,15090
2000,6,30,15821
2017,5,19,16331
2017,9,24,15350
2019,11,21,21516
1997,8,26,15104
1999,10,17,14881
2009,1,20,17018
2011,7,30,15685
2002,2,8,14441
2012,12,22,15089
2014,10,27,16484
2004,4,10,17035
2004,8,1,19236
2005,1,9,37148
2006,6,8,20180
2018,5,5,16534
2019,12,7,16009
1997,5,26,14510
2009,6,8,18912
2001,2,11,16243
2012,3,11,16511
2013,6,7,18620
2014,9,25,16381
2000,11,2,15811
2000,7,11,15674
2003,8,18,18548
2009,8,25,18226
2015,12,14,15795
2017,3,16,16442
2018,8,23,21128
2020,6,17,6921
1997,10,10,15045
1998,5,20,14630
2001,12,24,11856
2003,2,22,14861
2012,10,18,17501
2006,7,25,20262
2008,8,4,19893
2018,2,18,17447
1998,3,20,14790
2009,5,11,18345
2010,10,14,18410
2010,6,15,18452
2001,1,28,16152
2003,7,6,17244
2012,8,17,17744
2014,2,15,12370
2015,3,18,16516
2017,2,1,14728
2018,1,6,31068
2019,4,3,20514
1996,4,2,14704
1997,1,1,13557
2009,10,21,17490
2010,5,13,18034
1999,7,15,15496
2001,10,31,13955
2001,6,16,15542
2011,8,2,17991
2012,11,7,15709
2013,2,4,16931
2014,1,13,15706
2004,3,19,19683
2009,12,18,17704
2015,4,2,16824
2007,8,5,20363
2004,5,31,18320
2004,9,16,18697
2012,6,25,18016
2016,4,11,16048
2016,8,20,13031
2007,6,26,20154
2008,12,7,16956
2015,1,26,14237
2019,7,12,21929
2020,8,11,10860
1998,7,17,14970
2010,2,26,16311
2001,5,3,17341
2001,9,8,15295
2002,6,7,15162
2003,11,5,17777
2013,1,31,17024
2016,7,9,14242
2005,5,8,19269
2005,9,3,16624
2006,2,7,18680
2007,3,26,20979
2017,10,5,16362
2017,6,6,16149
2018,9,2,16048
2019,8,8,21604
1996,12,6,14528
1997,9,5,15002
1998,10,11,14233
1999,11,14,14756
2010,1,30,12636
2002,5,21,14855
2015,8,27,16797
2000,3,24,15821
2005,2,12,16930
2008,1,25,19761
2010,11,27,16761
2016,2,27,12186
2018,4,18,20070
1996,3,27,14677
2007,4,10,20779
2010,12,30,17793
2011,2,24,16936
1999,12,30,15482
2003,10,12,17270
2005,12,21,19218
2013,7,28,18199
2016,12,23,15826
1996,5,23,14698
2000,10,21,13892
2008,4,3,20414
2019,11,27,21605
1997,8,28,15194
1999,10,27,15563
1999,6,18,15481
2011,11,21,15821
2011,7,4,16015
2002,2,2,12496
2003,3,1,15369
2014,10,5,15780
2015,11,4,16141
2005,1,7,38918
2006,10,11,19844
2006,6,2,19372
2007,11,14,20724
2008,7,17,20881
2019,12,29,20630
2020,3,5,21375
1996,8,1,14928
1999,3,2,14998
2009,6,14,18140
2011,12,7,15412
2002,1,22,14241
2013,6,13,18413
2014,9,19,16544
2000,11,12,15230
2006,9,9,16900
2009,8,19,18396
2017,3,26,15741
2019,5,24,21554
1997,2,20,14731
2020,6,23,7305
2003,2,16,14515
2005,8,22,20394
2017,5,25,16112
2017,9,30,12397
2006,11,30,18871
2008,8,14,20364
2009,1,10,13590
1998,3,18,14513
2010,6,9,18192
2012,12,16,15720
2000,4,15,13662
2003,7,28,18531
2004,4,4,18734
2014,2,9,14319
2015,3,8,15966
2018,1,8,37040
2019,4,9,20190
1997,1,15,13682
1998,6,10,14574
2012,3,13,16619
2000,7,13,15768
2001,10,21,13875
2001,6,22,16572
2003,8,24,17691
2014,1,23,15616
2009,12,20,15632
1997,10,16,14986
2001,12,18,14313
2012,1,26,16313
2014,11,20,16553
2004,5,21,19021
2004,9,22,19659
2006,7,31,20533
2016,4,13,15768
2016,8,14,15845
2018,2,20,18563
2007,6,20,21096
2009,5,1,18424
2020,4,14,5886
2020,8,13,12766
2001,1,2,16872
2012,8,27,17347
2002,6,1,12865
2003,11,11,18083
2016,11,10,16055
2017,2,15,14852
1996,4,12,14483
2006,2,1,18634
2009,10,19,17921
2018,9,4,19575
2020,7,10,12290
1997,9,3,14829
1998,10,21,14947
1999,7,5,14899
2010,1,16,13537
2012,11,25,17737
2004,3,21,18816
2013,10,6,17211
2015,4,24,16556
2015,8,17,16845
1998,12,20,14113
2007,8,11,18824
2010,11,17,17587
2010,7,24,15964
2018,4,24,19736
2013,4,27,14469
2015,2,25,14941
2004,1,18,18049
2005,12,15,18483
2015,1,28,14761
2016,12,25,11933
2018,10,16,20208
2019,7,10,21559
1996,5,29,14557
1998,7,23,14833
2008,4,5,16939
2009,9,4,18187
2010,2,28,17032
1999,6,28,14964
2001,5,9,17305
2001,9,14,7721
2011,11,11,16901
2012,4,6,17331
2013,1,5,13893
2003,3,7,18664
2004,12,10,19487
2005,5,14,17563
2005,9,9,19731
2015,7,11,14835
2017,10,3,15460
2006,10,5,20373
2007,11,4,19894
1999,3,24,15139
2011,12,13,15270
2016,5,28,12496
2000,3,18,13761
2002,1,24,14128
2008,1,23,19210
1996,3,29,14660
2007,4,16,20204
2011,2,18,17129
2002,7,16,15271
2003,10,6,18304
2005,4,19,19941
2005,8,24,19993
2007,2,17,17437
2017,5,7,15510
2017,9,20,15620
2019,11,1,19950
1996,1,10,13951
1997,8,22,15225
1998,11,4,14907
1999,10,29,15678
2011,7,2,15306
2002,2,4,14375
2012,12,10,16371
2013,9,9,17974
2014,10,15,16388
2015,11,2,16323
2000,4,1,13581
2000,8,10,15745
2005,1,29,28730
2006,6,4,18968
2019,12,19,21219
1996,8,11,14427
1997,5,6,14839
2007,7,3,19625
2003,1,30,18111
2013,6,11,18692
2000,11,22,15958
2000,7,23,15169
2008,5,20,19678
2009,8,13,19071
2011,10,22,13520
2011,6,23,17855
1997,10,22,14925
2001,12,20,14567
2003,2,26,17579
2014,11,18,15723
2006,11,20,19679
2006,7,21,19879
2008,8,8,20603
2018,2,14,17790
2019,3,13,19172
1997,4,11,14896
1998,3,8,13768
1999,2,9,14239
2009,5,31,17596
2010,6,3,18191
2001,1,8,16968
2003,7,26,16137
2012,8,29,16772
2014,2,3,14642
2015,3,6,16192
2017,2,21,15441
2019,4,15,20565
1997,1,21,14513
1998,6,12,14750
2009,10,25,16904
2020,7,20,12315
2001,10,19,14507
2012,11,19,16120
2014,1,17,15860
2017,4,18,15889
2009,12,30,17854
2015,4,22,16550
2010,7,22,18843
2012,1,16,16198
2003,6,15,17563
2004,5,19,19599
2004,9,12,18989
2015,2,19,16260
2016,4,7,15967
2016,8,8,15729
2007,6,14,21338
2018,10,26,21071
2020,4,8,7050
2020,8,7,12799
1998,7,29,14784
2010,2,6,11877
2011,3,5,14260
2001,5,23,17143
2001,9,4,17180
2002,6,11,14772
2003,11,17,17533
2013,1,3,17616
2014,6,6,17104
2005,5,4,20297
2006,2,11,15494
2007,3,14,20841
2018,9,30,19894
1996,12,26,14502
1998,10,31,12889
2004,10,23,16993
2013,10,12,13527
2015,8,23,15864
2016,5,18,16009
2016,9,25,15213
2018,3,27,19697
1996,10,25,14765
1998,12,18,15074
2008,1,13,18549
2009,4,10,18321
2010,11,23,18006
2018,4,30,20661
1999,5,26,15154
1999,9,17,14905
2007,4,30,20830
2011,2,12,13286
2013,4,21,17527
2002,7,30,15265
2004,1,24,16600
2005,12,9,17828
2016,12,3,11495
1996,5,27,14078
2007,2,27,20411
2008,4,15,19916
2009,9,10,17870
2018,6,5,20285
2019,11,7,21490
1997,8,8,15239
1998,11,2,14755
1999,10,7,15727
1999,6,6,14548
2011,11,1,15975
2011,7,8,17735
2004,12,20,19749
2013,9,7,13570
2014,10,9,16614
2015,11,8,15642
2015,7,1,16700
2005,1,27,39004
2007,11,2,20998
1996,8,13,14891
1997,5,12,15034
1999,3,22,15157
2005,11,30,19131
2005,7,31,19752
2013,6,17,18759
2019,6,17,21420
2000,11,16,15811
2008,5,26,19265
2009,8,7,19269
2010,3,19,18330
2001,4,2,17186
2011,10,16,16261
2000,1,17,15072
2003,2,4,17655
2005,4,29,20366
2005,8,2,20578
2017,5,13,12811
2017,9,10,13430
2006,11,18,17031
2008,8,18,20650
2009,1,6,17015
2019,3,3,18876
1998,3,6,15028
1999,2,3,14951
2012,12,4,15845
2000,4,27,15572
2000,8,4,15425
2002,10,10,14698
2003,7,16,18273
2007,7,9,21052
2009,3,29,17066
2011,5,27,17375
2019,4,21,19540
1997,1,19,13989
2003,1,24,18231
2014,4,28,16539
2000,7,25,15735
2014,1,27,15082
2017,4,20,16193
2017,8,23,16536
2019,10,10,21284
1997,7,23,15122
2011,6,25,15526
1997,10,28,14884
2001,12,14,14217
2002,3,11,14806
2012,1,22,14866
2014,11,24,14381
2004,5,9,18520
2004,9,2,20383
2006,7,11,20285
2016,8,2,16531
1997,4,5,13307
2007,6,8,20444
2009,5,21,18599
2020,4,2,8159
2020,8,25,10713
2001,1,14,16291
2011,3,11,17273
2012,8,7,18038
2013,5,2,18341
2000,12,7,15452
2003,11,23,17323
2017,2,19,13579
1998,9,28,14681
2006,2,21,19383
2018,9,16,19287
2020,7,30,11987
1998,10,25,14242
2001,3,21,16772
2003,5,19,17848
2012,11,21,17469
2006,4,20,20032
2008,9,7,17744
2018,3,17,17181
1996,10,23,14728
1998,12,24,13309
2009,4,12,17518
2010,11,13,14431
2010,7,12,18572
2003,6,1,16859
2012,9,18,16287
2013,4,15,18457
2014,3,12,15773
2015,2,21,11859
2004,1,30,19254
2005,12,3,15515
2016,12,5,15172
2017,1,4,14483
2018,10,28,19155
1996,5,1,14599
1998,7,3,13337
2009,9,16,17362
2010,2,8,16728
2001,5,29,17344
2001,9,26,14351
2011,11,7,16776
2012,4,10,16719
2013,1,9,16590
2014,6,8,16185
2004,12,30,19926
2015,7,7,16978
1996,12,20,14970
2007,11,24,18513
2002,8,24,13694
2004,10,29,20246
2004,6,26,17764
2016,5,8,14983
2016,9,23,16072
2005,7,25,20147
2007,1,31,19904
2008,1,11,19790
2019,6,11,21350
2020,9,8,9664
1998,4,12,14081
1999,5,20,15180
1999,9,11,13557
2010,3,25,18303
2011,2,6,15384
2001,4,4,17051
2001,8,7,17403
2002,7,4,12622
2013,12,19,17500
2005,4,7,20149
2005,8,4,20621
2006,3,4,16927
2017,5,11,16300
2018,6,15,21063
2019,11,13,20679
1996,1,6,12300
1997,8,2,13971
1998,11,8,14195
1999,10,9,13548
2002,2,16,12708
2013,9,29,17233
2015,11,22,14700
2000,4,29,13635
2000,8,30,15763
2005,1,17,38852
2008,2,28,20162
2010,8,22,17420
1996,8,23,14765
2007,7,15,20433
2011,5,29,13399
2011,9,30,17034
2003,1,18,15043
2005,11,16,19051
1996,6,18,14673
2000,11,26,15317
2009,8,1,16149
2019,10,4,21657
1997,7,17,15090
1999,1,23,11640
2011,10,26,16356
2011,6,3,17667
2000,1,31,14977
2002,3,1,14670
2003,2,14,18572
2014,11,6,16443
2015,10,3,12620
2006,11,8,19852
2006,7,1,18145
2007,10,9,20059
2008,8,28,20145
2019,3,25,20882
1996,9,2,14306
1999,2,5,15122
2009,5,19,17821
2002,10,12,12710
2012,8,9,17643
2013,5,8,17869
2014,2,23,15279
2017,7,26,17036
2000,12,9,13780
2009,3,23,18420
2017,2,25,12390
2019,4,27,16234
1997,1,25,13101
2014,4,26,13290
2020,7,24,12413
2003,5,21,17790
2017,4,30,15306
2017,8,17,16838
2006,8,27,19512
2008,9,13,13229
2009,12,10,17523
2010,7,10,16245
2012,1,12,15928
2000,5,12,15168
2003,6,27,18462
2004,5,7,19771
2014,3,10,16876
2015,2,15,13010
2007,6,2,17837
2018,10,6,16238
2020,4,28,4810
